,name,acres,shore_miles,county
3246,,0.14441706,0.0543425,
3247,,0.16222797,0.05832933,
3248,,0.27060335,0.08610562,
3249,,0.21165459,0.07351685,
3250,,0.1666518,0.06098695,
3251,,0.3576394,0.1071655,
3252,,0.37531483,0.09084008,
3253,,0.21506747,0.06775209,
3254,,0.23617704,0.07523866,
3255,,0.46779592,0.11732788,
3256,,0.20330899,0.06552685,
3257,,0.25355249,0.07676892,
3258,,0.32822663,0.08733309,
3259,,0.36998355,0.08668053,
3260,,0.16771289,0.05916272,
3261,,0.19316578,0.06967203,
3262,,9.74205364,0.77175932,
3263,,3.51823005,0.28308369,
3264,,0.98972127,0.14973074,
3265,,0.52068266,0.13115988,
3266,,0.1151637,0.05240816,
3267,,0.25343584,0.08152578,
3268,,0.17128257,0.07258282,
3269,,2.83509301,0.25705134,
3270,,0.2452062,0.07295844,
3271,,0.41828039,0.10192502,
3272,,0.84586388,0.14336008,
3273,,0.18112528,0.06087433,
3274,,0.52323619,0.1186936,
3275,,0.37253286,0.1027077,
3276,,0.53024353,0.12971435,
3277,,1.76690035,0.20045857,
3278,,2.53942524,0.23914934,
3279,,0.21089653,0.06760672,
