,name,acres,shore_miles,county
0,Bugo,30.37787807,1.01619442,Lake
1,Pea Soup,12.10123649,0.62396599,Lake
2,Sundown,19.02174696,0.72119824,Lake
3,Unnamed,18.74684436,0.63361897,Aitkin
4,Studhorse,19.65827362,0.72216315,Aitkin
5,Krilwitz,15.66755165,0.61210948,Aitkin
6,Young,32.49287867,1.13960963,Cass
7,Unnamed (Boubora),49.6748518,1.06978285,Hubbard
8,Jack Haw,165.7415322,2.41668427,Becker
9,McCollum (Tenter),46.52696368,1.42078922,Otter Tail
10,Fourth,125.1349263,2.0732423,Clearwater
11,Willborg,28.08172639,1.46712337,Clearwater
12,Unnamed,70.32627212,1.31494145,Polk
13,Sustacek,46.30370172,1.03831071,McLeod
14,Lauzers,72.01098872,1.39047451,Wright
15,Upper Hunt,100.6139423,1.70572667,Douglas
16,Unnamed,14.64175136,0.63129865,Douglas
17,Unnamed,75.50133211,1.53042119,Otter Tail
18,Day,49.33975127,1.77416421,Itasca
19,Kabekona,2433.396106,10.15802296,Hubbard
20,Rove,33.05669462,2.56736454,Cook
21,Round,38.85542638,0.89871288,Otter Tail
22,Silver,238.7338345,2.60095863,Otter Tail
23,Long,115.3912177,3.844299,Morrison
24,Ball Club,4335.290721,19.47168195,Itasca
25,Boggy,46.28571685,1.26815284,Itasca
26,Rock,203.4131775,3.74409418,Crow Wing
27,Little Long,304.5511758,7.44003781,Itasca
28,Rainy,44591.37235,452.8250559,St. Louis
29,Floyd,1177.847004,9.73458632,Becker
30,Nelson,20.6152387,0.84809274,Clay
31,Bulge,11.03828813,0.55951647,Cook
32,Fawn,46.34748481,1.25254344,Cass
33,Unnamed (Kleindl Pond),74.24756312,1.2738053,Big Stone
34,Unnamed,15.20808617,0.56040878,Cass
35,Siegs Slough,67.51150457,1.62816452,Watonwan
36,Unnamed (Hanson),18.37465531,0.83430667,Kandiyohi
37,Crooked,40.56866259,2.58726046,Mahnomen
38,Unnamed,49.78290343,1.61205592,Faribault
39,Unnamed,41.71624608,1.79776461,Otter Tail
40,Unnamed,11.8275339,0.80215989,Hubbard
41,Section Thirty-Six,13.13186222,0.52917433,Cass
42,Hay,52.19545154,1.16366024,Crow Wing
43,Unnamed,17.9473411,0.61568821,Big Stone
44,Bigsby,95.34541938,2.45894272,Cook
45,Tomash,95.30253559,1.94557169,Cook
46,Unnamed,12.93086655,0.79930055,Becker
47,Nelson,303.2115025,5.63859987,Becker
48,Oar,34.08603527,1.11070912,Becker
49,Schoolhouse,10.91671625,0.77448338,Aitkin
50,Unnamed,24.97596463,0.86433811,Becker
51,Linwood,572.1010891,4.50954989,Anoka
52,Nina Moose,411.3593979,5.47336634,St. Louis
53,North Drywood,403.7949436,4.08829383,Swift
54,Prairie,794.3346195,8.16381118,St. Louis
55,Rasmuson,137.7629602,4.3526342,Pope
56,Mud,10.95425204,0.52996642,Rice
57,Cedar,465.1190097,11.10818676,Lake
58,Divide,61.10878666,1.95136238,Lake
59,Larson,42.88970605,1.07094729,Otter Tail
60,Round Grove,295.7230473,4.25915615,McLeod
61,Hall,548.0516689,4.11513671,Martin
62,Net,137.7764708,2.69627579,Pine
63,Eddy,121.5261262,4.53005642,Lake
64,Greigs,55.38663591,1.20305827,Pine
65,Island,526.7003419,7.17089429,Pine
66,Little Floyd,215.3946106,2.20804247,Becker
67,McMahon,186.6100652,4.26212692,Scott
68,Gore,12.74838871,0.67704587,Cook
69,Chub,12.60537661,0.90476178,Cook
70,Siamese,13.65851951,1.17632706,Cook
71,Assawan,31.37705394,1.45915266,Lake
72,Club,14.2422421,1.02264899,Lake
73,Mugwump,18.11059162,0.78392142,Lake
74,North Wigwam,33.06321098,1.02302552,Cook
75,Unnamed,13.15607571,0.7161586,St. Louis
76,Mouse,29.96966698,0.8400825,St. Louis
77,Pit,13.36830844,0.54258221,St. Louis
78,Unnamed,15.53888125,0.62861332,Carlton
79,Puck,44.86389178,1.00709131,St. Louis
80,Johnson,20.71071755,0.72100016,Aitkin
81,Unnamed,27.48526745,0.89037244,Itasca
82,Unnamed,12.40402141,0.57259545,Itasca
83,Hay,25.22404631,0.85413999,Itasca
84,Little Rice,73.16794778,1.45320819,Beltrami
85,Burns,114.5888541,2.18518584,Beltrami
86,Hole-in-the-Day,98.06207266,1.80989631,Crow Wing
87,Guida,36.59882086,0.92560895,Crow Wing
88,Chub,61.31050668,1.54839851,Cass
89,Little Turtle,23.56548741,0.98622394,Cass
90,Little Ham,35.35135153,1.03893808,Hubbard
91,Horse,25.05787285,0.91405168,Cass
92,Unnamed,15.93268152,0.68501039,St. Louis
93,Lost,54.43699227,1.19438277,Lake of the Woods
94,Unnamed,10.36509515,0.57170808,Otter Tail
95,Club,27.61822991,1.05163397,Otter Tail
96,Unnamed (Three Finger),10.3379595,0.63101548,Clearwater
97,Unnamed,14.90627067,0.71592045,Clearwater
98,Big,127.6744906,2.341502,Mahnomen
99,Unnamed,11.85140879,0.5850318,Clearwater
100,Unnamed,11.1264484,0.52260296,Mahnomen
101,Unnamed,14.48131931,0.57724727,Mahnomen
102,Dahl,91.13514685,2.45296169,Polk
103,Rindahl,29.20029262,0.837726,Polk
104,Unnamed (Pettit Wildlife Pond),19.99348685,0.86752987,Scott
105,Unnamed (Arctic),20.14722327,0.72961617,Scott
106,Unnamed,17.15308443,0.76906842,Carver
107,Seymour,41.52608609,1.19328878,Martin
108,Poplar,36.40003341,1.01766803,Ramsey
109,Vibo,56.53845074,1.37696072,Chisago
110,Unnamed,20.6083809,0.83832641,Isanti
111,Unnamed,13.92475905,0.56112243,Sherburne
112,Unnamed,19.31758449,0.72755923,Becker
113,Hamrey,66.80954758,1.73162831,Itasca
114,Orange,104.1191045,2.33249779,Itasca
115,Grace,859.8198298,4.31414144,Hubbard
116,Black Hoof,201.0951321,2.98522752,Crow Wing
117,Wine,268.1135632,9.55814295,Cook
118,Tepee,89.28877762,2.73165128,Cook
119,Ham,119.1895544,3.80177436,Cook
120,West Kerfoot,23.02259974,0.98230438,Cook
121,Birch,236.314137,6.67262465,Cook
122,Duncan,476.9497509,7.61076724,Cook
123,Loon,2016.621637,35.432873,St. Louis
124,Unnamed,34.33715694,1.30822356,St. Louis
125,Rock,62.09224097,2.07757214,St. Louis
126,Breckenridge,146.539659,3.36049652,Wilkin
127,Long,477.8050951,8.37093324,St. Louis
128,Gull,171.1107938,3.56574483,St. Louis
129,Kemp,47.00726412,1.61197943,Otter Tail
130,Sharp,127.8373907,4.36832219,Otter Tail
131,Unnamed,18.2621825,1.20799066,Lake
132,Little Pine,329.8621289,6.20402357,Crow Wing
133,Zimmy,13.16053249,0.5842836,Itasca
134,Stingy,361.2777002,4.65156532,Itasca
135,Hartley,135.5329895,2.40102876,Crow Wing
136,Thompson,153.6508078,2.42330097,Grant
137,Ogrens,48.21826139,1.39104776,Chisago
138,Bogus,41.22670309,1.89518408,Clearwater
139,Skunk,218.4352469,5.1242129,Hubbard
140,Evergreen,213.31485,3.37880186,Hubbard
141,Hanson,67.0820922,1.78626454,Itasca
142,Lower Spring,17.00205244,0.76516981,Itasca
143,Ranier,89.94023224,1.98913538,Itasca
144,Horseshoe,922.0342858,7.62266151,Crow Wing
145,Wiegand,42.44555135,1.41958287,Wright
146,Wilmes,36.18335336,2.00539252,Washington
147,Birch,112.5713741,2.50035793,Ramsey
148,Gray's Bay Outlet,25.43864378,1.51669272,Hennepin
149,Harriet,341.2231108,2.69748255,Hennepin
150,Unnamed (Mud Bay),49.64748591,1.20601501,Scott
151,West Stay,148.4140488,3.79427651,Lincoln
152,Constance,174.5653331,2.60953898,Wright
153,Rice,790.5144477,8.07286345,Itasca
154,Unnamed,35.19190597,1.08361405,Traverse
155,Little Bass,19.27872906,0.70781708,Itasca
156,Unnamed,35.36144557,1.34451514,Itasca
157,Irvin,10.0545215,0.67052612,Itasca
158,Unnamed (Goose),38.23860547,1.80362993,Hubbard
159,Unnamed (Iverson),33.47717756,1.09103206,Grant
160,Twin,11.35898573,0.69418718,Hennepin
161,Little Antler,49.36071431,1.35321693,Itasca
162,Finn,24.93037343,1.06730417,Crow Wing
163,Northwood,14.24051545,1.24641915,Hennepin
164,Unnamed,12.93942939,0.80806882,Itasca
165,Unnamed,18.23247129,0.69577165,Crow Wing
166,Hunter,23.70906838,1.01290982,Crow Wing
167,Big Stone,10.66295753,0.7792689,Crow Wing
168,Thompson,45.5300526,1.49729016,Douglas
169,Unnamed,18.98755731,1.02254189,Cass
170,Wilson,41.10429802,1.74558505,Crow Wing
171,Mink,11.59329833,0.79623216,Cass
172,Unnamed,20.58390012,0.86009926,Cass
173,Unnamed,20.56937746,0.70337447,Clay
174,Miller Pond,13.32602249,0.61888685,Clay
175,Walker Brook,95.23557568,3.03939157,Clearwater
176,Tack,13.10809601,0.58168244,Cook
177,Ada,23.49405753,1.55564038,Cook
178,Unnamed,19.90151174,1.19189717,Cottonwood
179,Sunfish,84.45604793,2.13634387,Cook
180,Buckboard,14.86190458,0.6254898,Clearwater
181,Twelve,14.98862535,0.76185045,Cook
182,Rollag,36.00718487,1.04865685,Clay
183,Wampus,30.4459854,1.12215979,Cook
184,Ferret,10.32224161,0.58300764,Cook
185,Crystal,205.8753614,4.43669505,Cook
186,Unnamed,16.19918777,0.67040574,Big Stone
187,Unnamed,21.8802247,1.09715748,Mahnomen
188,Trappers,19.18427358,0.83892181,Lake
189,Halls,33.67324542,1.04393121,Martin
190,Cooks,66.18833856,2.24068327,Otter Tail
191,Fool Hen,15.93484165,0.73099601,Lake
192,Sourdough,24.81566115,0.91271012,Lake
193,,19.19450239,0.86058719,
194,Kawasachong,161.526774,5.4934191,Lake
195,Steamhaul,16.38995317,0.99370275,Lake
196,Grindstone,532.9143956,5.01148588,Pine
197,Rainy,86.86096962,2.11171045,Otter Tail
198,Jim Cook,132.5679013,4.72453965,Wadena
199,,10.14206834,0.68479321,
200,Farber,15.26773476,0.60715087,Cass
201,Unnamed,14.02231249,0.56990497,Todd
202,Unnamed,10.31028392,0.52594129,Todd
203,Horseshoe,24.18180096,0.89065582,Morrison
204,Little Mound,27.30287757,0.97581092,Todd
205,Unnamed (Goble),12.49893646,0.64569632,Wright
206,Unnamed,13.95749065,0.61407174,Meeker
207,Unnamed,36.91650934,1.08483753,Wright
208,Unnamed,16.24994482,0.70451687,Stearns
209,Frevels,68.59537332,1.68136195,Stearns
210,Atkinson,134.5372897,2.44577913,Meeker
211,Carlson,35.40665786,1.02515003,Kandiyohi
212,Unnamed,95.66779841,3.27409188,Kandiyohi
213,Unnamed,20.4491696,0.83846092,Pope
214,Unnamed,35.55792208,1.19364136,Otter Tail
215,Deusch,87.42771506,1.60943596,Otter Tail
216,Unnamed,45.26584378,1.31318292,Otter Tail
217,Sunset,36.53363011,0.88019288,Otter Tail
218,Unnamed,46.56037654,1.47378649,Otter Tail
219,Unnamed,45.44152117,1.34048267,Otter Tail
220,Unnamed,13.83836888,0.58751288,Grant
221,Unnamed,27.65098444,1.00117485,Grant
222,Eide,83.49111499,2.64354938,Grant
223,Unnamed,10.81997182,0.51236741,Otter Tail
224,Unnamed (Nick's Marsh),54.6901778,1.34938179,Otter Tail
225,,11.97561637,1.08063348,
226,,13.36745223,1.16470781,
227,,23.964119,1.40855043,
228,Unnamed,10.65206516,0.66397217,Cook
229,Spider,144.9079107,4.48864457,Cass
230,Long,142.4917754,3.40248418,Cass
231,Unnamed,17.81956705,0.77446551,Big Stone
232,Alpine,908.6325682,23.89347189,Cook
233,Unnamed,38.21927605,1.02828555,Big Stone
234,Unnamed,22.83724304,0.97071336,Beltrami
235,Unnamed,27.76260485,0.78350206,Benton
236,Woods,36.53725087,1.01354414,Cass
237,Unnamed,25.66148257,0.73642215,Big Stone
238,Carnahan,31.48855238,0.98624028,Cass
239,Unnamed,17.99831484,1.07965292,Cook
240,Grass,119.5471842,3.18387237,Itasca
241,Twin,48.16500028,1.57004255,Isanti
242,Lena,42.50828005,1.30533968,Pine
243,Unnamed,16.90499092,0.797588,Todd
244,Unnamed,21.54036788,1.48463507,Wright
245,Hoffman Marsh,22.82610251,0.71704136,Waseca
246,Unnamed,23.76211035,0.94586068,Polk
247,Unnamed,23.73842809,1.27660885,Wright
248,Crystal,36.93178049,1.0611021,St. Louis
249,Unnamed,23.59013324,0.79841068,Polk
250,Unnamed,20.18096199,0.75049037,Polk
251,Unnamed,12.11794409,0.57067649,Mahnomen
252,Unnamed,13.26717643,0.69244847,Otter Tail
253,Unnamed,10.42002447,0.66031401,Kandiyohi
254,Unnamed,11.92477624,0.77876285,Otter Tail
255,Unnamed,16.42693749,0.8787348,Otter Tail
256,Unnamed,20.22740851,0.72891771,Kandiyohi
257,Unnamed (Huseby),16.87785697,0.69633853,Otter Tail
258,Ancel's Glen,11.81589029,0.59390801,Hennepin
259,Unnamed,12.97935747,0.54424295,Otter Tail
260,Spring,11.29552925,0.59527001,Nicollet
261,Unnamed,10.15315956,0.58516142,Hubbard
262,Horseshoe,16.59116078,1.10861885,Mahnomen
263,Unnamed,13.09588133,0.72299957,Clearwater
264,Unnamed,12.77550734,0.56787859,Crow Wing
265,Unnamed,19.96213513,1.69202699,Clearwater
266,Unnamed,13.43561948,0.55084163,Otter Tail
267,Unnamed,12.56603453,0.56696734,Mahnomen
268,Unnamed,11.7751106,0.51224777,Grant
269,Unnamed,10.97680923,0.89605391,Cook
270,Unnamed (Egg),10.12948751,0.47816332,Itasca
271,Muskrat,34.75987797,1.86110163,Cass
272,Cub,15.75178672,0.76157488,Carlton
273,,21.36420734,1.32328288,
274,Little Cascade,262.443012,4.49834738,Cook
275,West Pope,84.03367317,3.56182047,Cook
276,Unnamed (Round),10.63186252,0.46684992,Carlton
277,Unnamed,10.14561275,0.54270838,Big Stone
278,Allen,47.80330037,3.95742654,Cook
279,Unnamed,14.87979826,0.66169227,Aitkin
280,Fox,20.1200025,0.89150164,Becker
281,Dellwater,198.5855337,2.48578786,Beltrami
282,Pine,28.29415503,1.29378056,Becker
283,Raspberry,16.93537348,0.69306688,Aitkin
284,Gimmer,61.04925811,1.14131533,Beltrami
285,Eagen,84.68275394,1.79749183,Becker
286,Rice,36.46424148,1.18264733,Becker
287,Net,230.4641064,4.05050995,Becker
288,Sucker,22.88329701,1.42171423,Becker
289,Buck,360.0425721,5.01431655,Beltrami
290,Fox,143.3391582,2.37582089,Becker
291,Larson,64.50133083,2.03307314,Becker
292,Rocky Acres Pond,11.08989644,0.72230729,Clay
293,St. Rosa Pond,10.04266198,0.5497627,Stearns
294,Basswood,113.1539588,1.92105761,Becker
295,Tea Cracker,114.6605675,2.57512115,Becker
296,Unnamed,15.77407304,0.65738244,Stearns
297,Unnamed,24.92617802,0.98843147,Polk
298,Unnamed,16.17565946,0.5826167,Polk
299,Little Trout,527.9556411,4.99080306,St. Louis
300,Camp,230.4067522,3.54546301,Swift
301,Randall,14.93633683,0.64504189,Todd
302,Mud,41.86291559,0.98974532,Roseau
303,Unnamed,14.61228184,0.67563837,Wadena
304,Bog,19.67453035,0.65385795,St. Louis
305,Unnamed,10.70501325,0.61350641,Pope
306,Clearwater,14.98775446,0.73947836,St. Louis
307,Unnamed,12.93091991,0.73154771,St. Louis
308,Unnamed (Pauman),15.05077904,0.73291017,Wright
309,Hook,81.68998155,3.6975097,St. Louis
310,Rocky,119.6803915,3.27560676,St. Louis
311,Minister,56.17148071,1.3078739,St. Louis
312,Island,132.5132514,2.83382183,St. Louis
313,Maltrod,17.45089073,0.60364377,Polk
314,Maxine,38.8182113,1.8224481,St. Louis
315,Cody,259.3413369,5.07203798,Rice
316,Little Beartrack,42.80338326,1.88579856,St. Louis
317,Unnamed,25.16594515,1.00360445,Pope
318,Hahn,42.55493217,1.07838427,Sibley
319,Triangle,299.8959852,10.35602504,Lake
320,Rusch,126.2541479,2.88517042,Otter Tail
321,Unnamed,30.92664437,0.84152397,Otter Tail
322,Unnamed,23.54137033,1.47324692,Lake
323,Topaz,149.9900818,5.04282273,Lake
324,Path,45.1646982,1.67487902,Lake
325,Moe,44.85291927,2.39753322,Meeker
326,Unnamed,16.03222266,0.85424265,Mahnomen
327,Lone Tree,72.43604995,1.62074268,Lyon
328,Rock,79.32452189,1.42752909,Pine
329,Baskatong,85.66743731,4.68932714,Lake
330,Unnamed,27.2992773,1.13989169,Otter Tail
331,Bone,42.9476349,1.85170591,Lake
332,Lena,24.73669814,0.75649339,Lake
333,Nipisiquit,58.94259211,1.49824826,Lake
334,Deadwood,32.76731551,1.04287789,Otter Tail
335,Twin,194.7951384,2.93830202,Otter Tail
336,Ferne,137.7968008,2.84571879,Lake
337,Sink,18.23327432,1.53038041,Lake
338,Grub,30.53107839,1.71821398,Lake
339,Unnamed,65.88331008,2.8718467,Otter Tail
340,,21.60823554,1.14590449,
341,,14.56772062,1.22240333,
342,,27.90442122,0.99878538,
343,Unnamed,58.58174208,1.68718451,Crow Wing
344,Unnamed,57.41666589,1.98025201,Itasca
345,Unnamed,34.53115446,0.93254883,Traverse
346,Unnamed,12.46139304,0.83708096,Swift
347,Unnamed,23.42726318,0.7763393,Lac Qui Parle
348,Unnamed,108.2130096,3.00520222,Pope
349,Unnamed,14.3831956,0.80732352,Sherburne
350,Unnamed,10.67105231,0.59383217,Otter Tail
351,Ruckles,72.54363612,2.11813037,Wright
352,Plum,95.17737665,1.69247636,Jackson
353,,12.66152654,0.94619721,
354,,15.31958443,1.17223931,
355,,45.27214058,1.68569243,
356,Unnamed,59.23221398,1.9460099,Crow Wing
357,Nora WMA,75.22622033,2.26588133,Pope
358,Unnamed,29.47531789,1.01509592,Pope
359,Unnamed,14.59677422,0.58564878,Grant
360,Unnamed,28.2713535,1.05865554,Yellow Medicine
361,Rollag WPA,15.05607949,1.29104451,Clay
362,Unnamed,60.48234527,3.32579883,Anoka
363,Unnamed,12.10741759,0.67474388,Becker
364,Unnamed,15.07512271,0.88453341,Wadena
365,,105.1739578,1.67709673,
366,,14.84979899,0.80846354,
367,,10.53827194,0.54096422,
368,Teal Pond,12.23862107,1.155153,Ramsey
369,,18.53258469,1.13825673,
370,,13.36717174,1.0762024,
371,,18.95968984,0.85468914,
372,,11.18343966,0.64801313,
373,,21.93080517,1.18516358,
374,,11.09429186,1.59751265,
375,Unnamed,20.54683859,0.83151758,Lake
376,,10.90599162,0.47698041,
377,Unnamed,12.38645923,0.86870067,Jackson
378,Unnamed,22.93068899,1.31121955,St. Louis
379,Unnamed,16.05231572,0.91206938,Lake
380,Unnamed,11.4295248,0.67220729,Crow Wing
381,Unnamed,25.08744195,0.84124065,Stevens
382,Unnamed,16.76192469,1.46175135,Itasca
383,Unnamed,20.39793217,0.7261695,Itasca
384,Unnamed,17.12494863,1.04240627,Clay
385,Unnamed,11.2495187,0.64497557,Douglas
386,Jones,145.8059702,3.80951368,Grant
387,Unnamed,43.92653419,1.92321339,Stevens
388,Swan,560.3724523,6.46932264,Sibley
389,Island,541.2484834,7.08998781,Hubbard
390,Star,127.4740935,3.43017927,Crow Wing
391,Mill Pond,54.41009745,3.29897557,Douglas
392,Deer,75.74638494,1.42618817,Crow Wing
393,Flanders,134.0111391,4.48844514,Crow Wing
394,Taft,13.55377872,0.65437432,Hennepin
395,Mooney,123.7944232,2.93897209,Hennepin
396,Moonshine,26.34556183,0.89563587,Itasca
397,Balloon,15.25180919,0.74719758,Itasca
398,Crum,19.21103087,0.75454412,Itasca
399,Double,239.7141469,3.79787612,Cottonwood
400,Wheeler,257.7877955,4.99223495,Kandiyohi
401,Gull,167.8768281,7.18572597,Cook
402,Mahnomen,237.8813116,3.97322571,Crow Wing
403,Swan,2455.542135,18.00407173,Itasca
404,Lucy,87.53353386,2.32168508,Carver
405,Mud,51.23882178,1.76195947,St. Louis
406,Centerville,473.8586731,4.00697679,Anoka
407,Bavaria,166.4574833,2.49436843,Carver
408,White Bear,2427.714615,13.56574054,Washington
409,Phalen,197.6885006,3.02449226,Ramsey
410,,12.30482793,0.82151488,
411,Unnamed,46.72749341,2.60258924,Lincoln
412,Michael Pond,49.04282676,2.18819816,Rice
413,Unnamed,13.73643969,1.03890838,Marshall
414,Unnamed,19.92501528,0.68523126,Redwood
415,Sarah,1209.245167,8.12869143,Murray
416,Josten's Pond,17.81241779,1.54800518,Hennepin
417,Tamarack,12.25205357,0.60027061,Ramsey
418,Unnamed,26.89998287,0.77707502,Lac Qui Parle
419,Unnamed,17.09782298,0.84186013,Lincoln
420,Unnamed,11.84758056,1.08501131,Sherburne
421,Unnamed (Mike),11.61310836,0.61828708,Otter Tail
422,Eberhart,38.1506701,1.0658859,Freeborn
423,East,191.6909474,4.49230852,Itasca
424,Unknown,13.70385111,0.61299925,St. Louis
425,Powers,17.03657398,0.71904332,Hennepin
426,Hayden,107.6463354,2.73878256,Hennepin
427,Unnamed,24.74174563,1.04507287,Hennepin
428,South Smith,58.37903803,2.56986537,Itasca
429,Little Porky,11.90151497,0.76641288,Itasca
430,Unnamed,21.08221682,0.8733072,Grant
431,Unnamed,32.23126094,1.35675049,Douglas
432,Unnamed (North Twin),37.08177634,1.73809646,Hennepin
433,Unnamed,22.12928283,1.16572312,Hubbard
434,Bullhead,11.75770284,0.50015593,Crow Wing
435,Mahla,55.26184539,2.31965058,Douglas
436,Wacouta Pond,12.99822229,0.6623363,Goodhue
437,Mud,33.98690955,1.42292416,Douglas
438,Unnamed (Rearing Pond),34.80157185,1.29951148,Crow Wing
439,Unnamed,20.20506132,0.78310452,Grant
440,Phimey,54.07058356,1.99326587,Grant
441,Unnamed,43.17266497,1.90040399,Grant
442,Bat,23.60177615,0.71217734,Cook
443,Juno,216.089517,10.54300215,Cook
444,Gossip,20.66242118,0.9996736,Cook
445,Pine Mountain,106.3003702,2.05853705,Cook
446,Unnamed,12.55676403,0.51648762,Clearwater
447,Unnamed,10.04559093,0.57979927,Cass
448,Camp Two,21.6830773,1.03106981,Cass
449,Crab,77.62179034,2.85190253,Cook
450,Unnamed,15.84016293,1.89639442,Chippewa
451,Neander,56.65263526,1.29223075,Chisago
452,Unnamed,30.19556816,0.9331741,Pope
453,Unnamed,12.68585044,0.65388941,Scott
454,Hobson,66.91904816,1.93835172,St. Louis
455,Borg,18.47973886,0.88278231,St. Louis
456,Unnamed (Hamre),28.27216569,1.31320052,Polk
457,Unnamed,20.08094022,1.53905713,Sherburne
458,Unnamed,11.02958509,1.08928463,Yellow Medicine
459,Unnamed,13.0134606,0.7530652,Douglas
460,Unnamed,29.3912946,1.22350578,Otter Tail
461,Unnamed,45.14347465,1.94725017,Kandiyohi
462,Unnamed,38.74207305,0.9523991,Mahnomen
463,Unnamed,14.93388798,0.85458608,Otter Tail
464,Pete,11.05277546,0.65119182,Otter Tail
465,Unnamed (Frac Pond),38.03857269,1.07474777,Le Sueur
466,Roman,11.31216398,0.55750721,Otter Tail
467,Unnamed,11.22432805,0.62901015,Hubbard
468,Unnamed,12.7830634,0.62049195,Mahnomen
469,Unnamed,20.54963047,1.37012166,Kandiyohi
470,Silver,13.93603548,0.79208718,Le Sueur
471,Unnamed,57.20437066,1.54056274,Douglas
472,Unnamed,10.28538815,0.68656079,Otter Tail
473,Lost,26.71351894,0.92357524,Itasca
474,Unnamed,57.68590871,1.11516542,Otter Tail
475,Iaasac,17.8278613,0.71223438,Itasca
476,Unnamed,15.12366905,0.79712641,Hubbard
477,Birch,19.47455186,0.96649485,Itasca
478,Unnamed,21.48521972,1.06030163,Crow Wing
479,Unnamed,25.88519099,2.44156127,Clearwater
480,Unnamed,13.77960369,0.61717245,Crow Wing
481,Unnamed,23.08839129,1.34850677,Crow Wing
482,Unnamed,12.14523962,0.84597319,Wright
483,Paradise,31.78286079,0.92126282,St. Louis
484,Telander,30.66827598,1.51564525,Kanabec
485,Hotsie WMA,22.98833094,1.77695908,Clay
486,Unnamed,14.95124058,0.64255786,Cass
487,Missing Link,37.34070359,1.86510518,Cook
488,Hub,115.7639297,3.34481599,Cook
489,Sweetwater,58.10366266,1.13745661,Big Stone
490,McCarthey,150.6098493,3.13222617,Cass
491,Thiebault,21.09082724,0.69402249,Cass
492,Sewells Pond,34.43007806,0.95521175,Crow Wing
493,Unnamed,93.72692615,3.04805202,Big Stone
494,Unnamed,11.07007002,0.78653329,Beltrami
495,Little Mayhew,34.35307298,1.35690309,Cook
496,Unnamed,24.77692653,0.72421257,Big Stone
497,Little Black Hoof,72.29163566,1.6076123,Crow Wing
498,Kerr,83.23514045,1.73867586,Cass
499,Tamarack,31.93666333,0.96048661,Cass
500,Clear,251.7809293,3.01524681,Brown
501,Moe,35.6930754,1.23904829,Becker
502,Mitten,112.6627861,2.59415051,Cass
503,Little Rice,86.31086356,1.90757162,Becker
504,Tovson,22.20764899,0.86026915,Becker
505,Fagen,24.48107552,0.89993243,Beltrami
506,Gardner,69.98887993,2.60692428,Becker
507,Unnamed,15.80321464,0.75005546,Becker
508,Camp,59.12994179,1.57320543,Aitkin
509,Little McKinney,15.54207509,0.66858408,Aitkin
510,Unnamed,15.84876625,0.65981164,Beltrami
511,Dam,597.6574358,4.14253259,Aitkin
512,Werk,102.167173,3.22774014,Becker
513,Kay's,34.10391193,1.67076146,Becker
514,Unnamed,16.58154938,1.22908165,Becker
515,Shoe,39.9010981,1.22228604,Becker
516,Unnamed,15.74896439,0.57365461,Beltrami
517,Balke,101.7517927,1.61323941,Becker
518,Unnamed (Anderson B),34.2969861,1.27317436,Becker
519,Badger,255.6724557,2.94506728,Polk
520,Tee,91.39015741,2.18493169,Polk
521,Unnamed,31.72422137,1.24002774,Polk
522,McClellan,23.27928374,0.7584466,Pope
523,Steep,96.5492434,4.16147379,St. Louis
524,Osakis,6389.37365,26.77296,Todd
525,Thirteen,79.99832454,1.35571426,St. Louis
526,Unnamed,16.92811062,0.82655848,St. Louis
527,Kings,203.8588389,3.13313786,Stearns
528,Fox,30.38951027,1.04072099,St. Louis
529,Beatty,77.72869417,1.62627226,Sibley
530,Mary,66.16676107,1.59354862,Pope
531,Mirror,19.27145979,0.80915068,St. Louis
532,Sagatagan,227.369185,6.04449789,Stearns
533,South Maughan,93.91203392,2.10323541,Stevens
534,Long Pond,40.4414483,1.64607689,Sherburne
535,Unnamed,11.05698197,0.99770175,Swift
536,Unnamed,17.1303865,1.05442694,St. Louis
537,Esquagama,452.6114949,5.51100535,St. Louis
538,Pekan,32.69406062,1.31736405,St. Louis
539,Johnson,1736.47156,26.74894463,St. Louis
540,Bird,16.03539903,0.75339138,St. Louis
541,Lynch,79.65474818,1.44242487,Swift
542,Legler,53.68772337,1.5461428,Lake
543,Unnamed,12.61012636,0.83963771,Lake
544,Sonju,37.14246017,1.57630054,Lake
545,Rock Island,54.22193036,2.5906745,Lake
546,Mud,145.7037643,2.59355784,Meeker
547,Beauty,50.66953331,1.13918492,Kanabec
548,Unnamed,10.05874147,0.7429017,Lake
549,Unnamed,18.22187179,1.33315539,Lake
550,Sieverding Marsh,58.79118614,1.15566822,Nobles
551,South Wilder,63.64060262,3.21009175,Lake
552,Cloquet,175.5803856,3.32826857,Lake
553,Boedigheimer,169.3844254,2.17996742,Otter Tail
554,Deer,447.0673284,3.90471596,Otter Tail
555,Parent,450.9755861,4.67037117,Lake
556,Devils,336.4186975,4.51585763,Otter Tail
557,Unnamed,18.47061812,0.67274895,Otter Tail
558,Langley,13.37649315,0.61207772,Lake
559,North Unit,19.20576108,0.85100057,Lake of the Woods
560,Whiz,21.74964476,1.2743644,Lake
561,Portage,64.1330927,1.96457023,Lake
562,Brewis,16.09826999,0.92282989,Lake
563,Grena,108.4916333,2.03836239,Otter Tail
564,Margaret,28.53054897,0.88704411,Pine
565,Unnamed (Thumper Pond),13.17530392,0.52922323,Otter Tail
566,Eighteen,102.4568975,2.53836428,Lake
567,Unnamed,19.18810233,0.98558356,Otter Tail
